seqnames	start	end	width	strand	genoT	Extract.Name	ploidy	library
chr1	19641093	19730714	89622	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr1	63384137	63626476	242340	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chr10	84626571	84812879	186309	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr10	101282551	101451552	169002	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr10	114435387	114720660	285274	*	wc-ww	NW140519-VI_85	2	NW140519-VI_85
chr11	65812385	65938731	126347	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chr12	69367558	69525449	157892	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr13	78667707	78841214	173508	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr15	58154261	58374495	220235	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr17	1465876	1575898	110023	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chr17	37689842	38337251	647410	*	wc-ww	NW140519-VI_85	2	NW140519-VI_85
chr17	40671714	40814826	143113	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chr18	12350635	12474346	123712	*	wc-ww	NW140519-VI_85	2	NW140519-VI_85
chr2	57167022	57306492	139471	*	wc-ww	NW140519-VI_85	2	NW140519-VI_85
chr2	107287562	107470051	182490	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr2	193643215	193997815	354601	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr2	237310815	237404201	93387	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr20	23054880	23185286	130407	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr3	44112743	44420202	307460	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr3	196777603	196944589	166987	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr5	94202801	94285696	82896	*	wc-ww	NW140519-VI_85	2	NW140519-VI_85
chr5	106020417	106355475	335059	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chr5	180136383	180276013	139631	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr6	26258862	26422006	163145	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chr6	41599096	41781731	182636	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr6	60449028	60698966	249939	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr7	48950360	49062438	112079	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chr8	8092806	8260297	167492	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr8	12148817	12551889	403073	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
chr8	109539801	109666412	126612	*	wc-ww	NW140519-VI_85	2	NW140519-VI_85
chrX	7308508	7420205	111698	*	ww-wc	NW140519-VI_85	2	NW140519-VI_85
chrX	112367957	112456195	88239	*	wc-cc	NW140519-VI_85	2	NW140519-VI_85
chr1	108030973	108327738	296766	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr10	31520407	31677699	157293	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr10	103575261	103701401	126141	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr11	8486157	8708222	222066	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr11	27402642	27619118	216477	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr14	54329506	54386954	57449	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr15	84845450	84964134	118685	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr17	37754106	38535726	781621	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chr17	42881930	43150477	268548	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr17	79828380	79992138	163759	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chr19	33405761	33484639	78879	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr2	119788976	119993287	204312	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chr2	200744759	200823329	78571	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr22	49599767	49683383	83617	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr3	165771087	166291684	520598	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr3	169256623	169545336	288714	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chr4	76025093	76308983	283891	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr4	188268465	188440119	171655	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr5	15194114	15258943	64830	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chr5	35644813	35789769	144957	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr5	71510235	71718955	208721	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chr5	77785372	77879884	94513	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr5	149451451	149602786	151336	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr5	166133342	166221372	88031	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr6	7854079	7997426	143348	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr6	138082011	138387640	305630	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr6	168932330	169054576	122247	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr7	46187375	46452717	265343	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr7	85629862	85816993	187132	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chr8	7362390	8254549	892160	*	wc-ww	NW140519-VI_86	2	NW140519-VI_86
chr8	12018909	12620197	601289	*	ww-wc	NW140519-VI_86	2	NW140519-VI_86
chr8	72467274	72630148	162875	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr9	19901898	20494176	592279	*	cc-wc	NW140519-VI_86	2	NW140519-VI_86
chrX	112073844	112208513	134670	*	wc-cc	NW140519-VI_86	2	NW140519-VI_86
chr1	11069274	11152685	83412	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr13	83332745	83511514	178770	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr14	49540467	49621701	81235	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr17	71210907	71287543	76637	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr2	14208058	14288982	80925	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr2	67724275	67825391	101117	*	wc-cc	NW140519-VI_87	2	NW140519-VI_87
chr2	233155332	233211557	56226	*	cc-wc	NW140519-VI_87	2	NW140519-VI_87
chr3	78188314	78379561	191248	*	cc-wc	NW140519-VI_87	2	NW140519-VI_87
chr3	165798254	165996538	198285	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr3	169392800	169521769	128970	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr4	25649240	25833101	183862	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr4	156811071	156962021	150951	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr5	8154083	8315839	161757	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr5	11411074	11496556	85483	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr5	13567058	13681739	114682	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr5	127179709	127335098	155390	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr5	179368787	179460118	91332	*	wc-cc	NW140519-VI_87	2	NW140519-VI_87
chr6	72957102	73089169	132068	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr7	1676454	1872507	196054	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr7	76352024	76511068	159045	*	wc-cc	NW140519-VI_87	2	NW140519-VI_87
chr8	7367500	8237270	869771	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chr8	11997839	12538985	541147	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr8	30482597	30637916	155320	*	wc-cc	NW140519-VI_87	2	NW140519-VI_87
chr8	107739767	107849102	109336	*	cc-wc	NW140519-VI_87	2	NW140519-VI_87
chrX	3793259	3999894	206636	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chrX	10806502	10922150	115649	*	wc-ww	NW140519-VI_87	2	NW140519-VI_87
chrX	128337810	128439041	101232	*	ww-wc	NW140519-VI_87	2	NW140519-VI_87
chr11	19531443	19587767	56325	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr11	65858226	66028611	170386	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr17	33211442	33290839	79398	*	wc-ww	NW140519-VI_89	2	NW140519-VI_89
chr19	38637833	38740006	102174	*	wc-ww	NW140519-VI_89	2	NW140519-VI_89
chr2	224915797	225050345	134549	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr22	17642415	17752412	109998	*	wc-ww	NW140519-VI_89	2	NW140519-VI_89
chr6	12066748	12203288	136541	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr6	125349433	125428224	78792	*	wc-cc	NW140519-VI_89	2	NW140519-VI_89
chr7	85574139	85685725	111587	*	wc-ww	NW140519-VI_89	2	NW140519-VI_89
chr8	7903105	8266374	363270	*	wc-cc	NW140519-VI_89	2	NW140519-VI_89
chr8	11977061	12177470	200410	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr8	14818291	15033137	214847	*	wc-cc	NW140519-VI_89	2	NW140519-VI_89
chr8	34544845	34745918	201074	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr9	101240886	101288296	47411	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr9	105425366	105627105	201740	*	wc-cc	NW140519-VI_89	2	NW140519-VI_89
chr9	111253744	111392728	138985	*	cc-wc	NW140519-VI_89	2	NW140519-VI_89
chr9	115956358	116082603	126246	*	wc-ww	NW140519-VI_89	2	NW140519-VI_89
chr12	57180633	57369330	188698	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chr13	49955188	50137851	182664	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr14	48407229	48714277	307049	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chr14	60763907	60860794	96888	*	cc-wc	NW140519-VI_91	2	NW140519-VI_91
chr14	63557277	63664961	107685	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chr15	62252986	62368042	115057	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr15	74829447	74893009	63563	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr16	18791570	18957213	165644	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr17	37803277	38339661	536385	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr17	43166820	43352764	185945	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr19	40829289	40990873	161585	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr2	100070789	100176220	105432	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr2	111160974	111233779	72806	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chr2	117210477	117301643	91167	*	cc-wc	NW140519-VI_91	2	NW140519-VI_91
chr2	200776664	200905657	128994	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr22	28451916	28580093	128178	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chr3	95318068	95433765	115698	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr3	165863117	165933531	70415	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chr3	169388291	169523013	134723	*	cc-wc	NW140519-VI_91	2	NW140519-VI_91
chr3	171979159	172097870	118712	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr4	165621981	165733399	111419	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr5	67812428	68144802	332375	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr5	95133063	95239612	106550	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr5	128437347	128623226	185880	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr5	169792117	169910689	118573	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr7	35853849	35938820	84972	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chr7	131871310	131934314	63005	*	cc-wc	NW140519-VI_91	2	NW140519-VI_91
chr8	7807306	8255702	448397	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr8	11981736	12289267	307532	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chr9	85988441	86152852	164412	*	ww-wc	NW140519-VI_91	2	NW140519-VI_91
chrX	21158653	21235618	76966	*	wc-cc	NW140519-VI_91	2	NW140519-VI_91
chrX	33945555	34057081	111527	*	cc-wc	NW140519-VI_91	2	NW140519-VI_91
chrX	128449097	128517542	68446	*	wc-ww	NW140519-VI_91	2	NW140519-VI_91
chr1	189920957	190145762	224806	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr10	21272445	21406310	133866	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr11	66003587	66036147	32561	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr12	47781225	47908089	126865	*	wc-ww	NW140519-VI_92	2	NW140519-VI_92
chr13	29346693	29503816	157124	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr13	31734741	31996781	262041	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr13	109987740	110078426	90687	*	wc-ww	NW140519-VI_92	2	NW140519-VI_92
chr14	44575047	44749440	174394	*	ww-wc	NW140519-VI_92	2	NW140519-VI_92
chr15	89075780	89198667	122888	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr17	37810413	38331885	521473	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr17	43191336	43335202	143867	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr17	79173156	79326655	153500	*	wc-ww	NW140519-VI_92	2	NW140519-VI_92
chr2	76824002	77125870	301869	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr2	112848216	113003293	155078	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr2	133678206	133832683	154478	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr2	139024433	139326155	301723	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr2	197913824	198023887	110064	*	wc-ww	NW140519-VI_92	2	NW140519-VI_92
chr2	212389873	212555034	165162	*	ww-wc	NW140519-VI_92	2	NW140519-VI_92
chr21	16583655	16906526	322872	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr3	165718291	166018748	300458	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr3	169335344	169519256	183913	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr4	171607493	171772776	165284	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr5	153344226	153463017	118792	*	ww-wc	NW140519-VI_92	2	NW140519-VI_92
chr5	177082357	177218012	135656	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr6	20746216	20897454	151239	*	wc-ww	NW140519-VI_92	2	NW140519-VI_92
chr6	80076216	80250686	174471	*	ww-wc	NW140519-VI_92	2	NW140519-VI_92
chr6	151621490	151849021	227532	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr7	127985592	128114260	128669	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr8	7223786	8297501	1073716	*	wc-cc	NW140519-VI_92	2	NW140519-VI_92
chr8	11987567	12543989	556423	*	cc-wc	NW140519-VI_92	2	NW140519-VI_92
chr9	83278658	83399298	120641	*	ww-wc	NW140519-VI_92	2	NW140519-VI_92
chr4	161669369	161832293	162925	*	wc-cc	NW140519-X_03	2	NW140519-X_03
chr9	1801099	1877965	76867	*	wc-cc	NW140519-X_03	2	NW140519-X_03
chr3	13657789	13737500	79712	*	wc-cc	NW140519-X_04	2	NW140519-X_04
chr18	3319503	3588552	269050	*	wc-cc	NW140519-X_05	2	NW140519-X_05
chr3	145599608	145698446	98839	*	cc-wc	NW140519-X_05	2	NW140519-X_05
chr7	122161458	122317631	156174	*	wc-cc	NW140519-X_05	2	NW140519-X_05
chr9	94212795	94479751	266957	*	wc-cc	NW140519-X_05	2	NW140519-X_05
chr17	9920562	10019290	98729	*	wc-cc	NW140519-X_07	2	NW140519-X_07
chr18	54457768	54626062	168295	*	cc-wc	NW140519-X_07	2	NW140519-X_07
chr6	116571097	116920618	349522	*	wc-ww	NW140519-X_08	2	NW140519-X_08
chr2	126050446	126219867	169422	*	ww-wc	NW140519-X_09	2	NW140519-X_09
chr2	188408573	188816346	407774	*	cc-wc	NW140519-X_13	2	NW140519-X_13
chr8	6588465	6949138	360674	*	ww-wc	NW140519-X_13	2	NW140519-X_13
chr1	195207836	195738114	530279	*	cc-wc	NW140519-X_14	2	NW140519-X_14
chr12	131492013	131587654	95642	*	cc-wc	NW140519-X_14	2	NW140519-X_14
chr15	45451671	45691796	240126	*	wc-cc	NW140519-X_14	2	NW140519-X_14
chr16	13208668	13312468	103801	*	ww-wc	NW140519-X_14	2	NW140519-X_14
chr2	19751586	19849220	97635	*	wc-ww	NW140519-X_14	2	NW140519-X_14
chr2	36454954	36565655	110702	*	ww-wc	NW140519-X_14	2	NW140519-X_14
chr13	106514690	107047526	532837	*	wc-ww	NW140519-X_15	2	NW140519-X_15
chr7	47345836	47721454	375619	*	wc-cc	NW140519-X_15	2	NW140519-X_15
chr10	59073329	59224341	151013	*	wc-cc	NW140519-X_18	2	NW140519-X_18
chr12	74423316	74568485	145170	*	ww-wc	NW140519-X_18	2	NW140519-X_18
chr12	122404091	122624510	220420	*	wc-cc	NW140519-X_18	2	NW140519-X_18
chr7	76335706	76440392	104687	*	wc-ww	NW140519-X_18	2	NW140519-X_18
chr7	44130229	44392400	262172	*	ww-wc	NW140519-X_27	2	NW140519-X_27
chr14	74910104	75119773	209670	*	wc-ww	NW140519-X_28	2	NW140519-X_28
chr1	52724304	52889213	164910	*	wc-cc	NW140519-X_29	2	NW140519-X_29
chr3	165635929	165903595	267667	*	wc-ww	NW140519-X_29	2	NW140519-X_29
chr4	36198652	36388880	190229	*	wc-cc	NW140519-X_29	2	NW140519-X_29
chr2	210474045	210767005	292961	*	ww-wc	NW140519-X_30	2	NW140519-X_30
chr3	10741363	10896834	155472	*	cc-wc	NW140519-X_30	2	NW140519-X_30
chr4	43653622	43945520	291899	*	wc-ww	NW140519-X_30	2	NW140519-X_30
chr5	163660526	163928122	267597	*	cc-wc	NW140519-X_30	2	NW140519-X_30
chr12	92105761	92239732	133972	*	ww-wc	NW140519-X_32	2	NW140519-X_32
chr9	127395611	127498771	103161	*	wc-ww	NW140519-X_32	2	NW140519-X_32
chr6	19515363	19657664	142302	*	wc-ww	NW140519-X_33	2	NW140519-X_33
chr6	118829395	118996591	167197	*	ww-wc	NW140519-X_33	2	NW140519-X_33
chr9	114425816	114584463	158648	*	cc-wc	NW140519-X_33	2	NW140519-X_33
chr1	86507019	86659213	152195	*	ww-wc	NW140519-X_34	2	NW140519-X_34
chr19	24286437	27278641	2992205	*	cc-wc	NW140519-X_34	2	NW140519-X_34
chr4	158238089	158378300	140212	*	wc-cc	NW140519-X_34	2	NW140519-X_34
chr8	103859467	104053827	194361	*	wc-cc	NW140519-X_34	2	NW140519-X_34
chrX	25650429	25718991	68563	*	wc-ww	NW140519-X_34	2	NW140519-X_34
chr18	56663454	56916027	252574	*	cc-wc	NW140519-X_37	2	NW140519-X_37
chr3	76940692	77479586	538895	*	wc-ww	NW140519-X_37	2	NW140519-X_37
chr7	42119782	42483409	363628	*	ww-wc	NW140519-X_37	2	NW140519-X_37
chr11	99594999	99817144	222146	*	cc-wc	NW140519-X_38	2	NW140519-X_38
chr5	34440445	34727520	287076	*	wc-cc	NW140519-X_38	2	NW140519-X_38
chr7	129482569	129822245	339677	*	cc-wc	NW140519-X_38	2	NW140519-X_38
chrX	1181370	1646378	465009	*	wc-ww	NW140519-X_38	2	NW140519-X_38
chr12	132064185	132218268	154084	*	wc-cc	NW140519-X_41	2	NW140519-X_41
chr21	19722955	20279590	556636	*	wc-cc	NW140519-X_41	2	NW140519-X_41
chr3	99480630	99682330	201701	*	wc-cc	NW140519-X_41	2	NW140519-X_41
chr13	54899475	55275635	376161	*	wc-cc	NW140519-X_42	2	NW140519-X_42
chr2	205114970	205391217	276248	*	ww-wc	NW140519-X_42	2	NW140519-X_42
chr9	118215804	118569721	353918	*	cc-wc	NW140519-X_42	2	NW140519-X_42
chr1	213371036	213539781	168746	*	ww-wc	NW140519-X_43	2	NW140519-X_43
chr2	114156091	114249330	93240	*	cc-wc	NW140519-X_43	2	NW140519-X_43
chr5	75640288	75931588	291301	*	cc-wc	NW140519-X_43	2	NW140519-X_43
chr6	11905229	12324288	419060	*	cc-wc	NW140519-X_43	2	NW140519-X_43
chr12	75484418	75686405	201988	*	ww-wc	NW140519-X_50	2	NW140519-X_50
chr2	229884857	232593672	2708816	*	wc-ww	NW140519-X_50	2	NW140519-X_50
chr2	238284548	238445784	161237	*	ww-wc	NW140519-X_50	2	NW140519-X_50
chr10	114282848	114362546	79699	*	wc-cc	NW140519-X_51	2	NW140519-X_51
chr11	5884067	6065358	181292	*	wc-cc	NW140519-X_51	2	NW140519-X_51
chr2	120570653	120776519	205867	*	wc-cc	NW140519-X_51	2	NW140519-X_51
chr9	108779437	109160651	381215	*	ww-wc	NW140519-X_51	2	NW140519-X_51
chr10	15514782	15668093	153312	*	wc-cc	NW140519-X_53	2	NW140519-X_53
chr3	82883830	83114152	230323	*	cc-wc	NW140519-X_53	2	NW140519-X_53
chr4	168003782	168206828	203047	*	wc-cc	NW140519-X_53	2	NW140519-X_53
chr1	39327719	39420641	92923	*	wc-cc	NW140519-X_54	2	NW140519-X_54
chr2	158463991	158646438	182448	*	wc-ww	NW140519-X_56	2	NW140519-X_56
chr2	218771435	218890937	119503	*	ww-wc	NW140519-X_56	2	NW140519-X_56
chr1	222254163	222795073	540911	*	cc-wc	NW140519-X_58	2	NW140519-X_58
chr18	27938111	28494801	556691	*	ww-wc	NW140519-X_58	2	NW140519-X_58
chr1	8328255	8443656	115402	*	wc-cc	NW140519-X_62	2	NW140519-X_62
chr1	247273034	247432806	159773	*	cc-wc	NW140519-X_62	2	NW140519-X_62
chr13	62043712	62386528	342817	*	ww-wc	NW140519-X_62	2	NW140519-X_62
chrX	86799090	87330330	531241	*	cc-wc	NW140519-X_62	2	NW140519-X_62
chr10	10234231	10466013	231783	*	ww-wc	NW140519-X_63	2	NW140519-X_63
chr2	50605979	50901632	295654	*	wc-ww	NW140519-X_63	2	NW140519-X_63
chr3	148699538	148817277	117740	*	wc-ww	NW140519-X_63	2	NW140519-X_63
chr2	183089398	183279319	189922	*	wc-ww	NW140519-X_64	2	NW140519-X_64
chr2	225807046	226190370	383325	*	ww-wc	NW140519-X_64	2	NW140519-X_64
chrX	34844502	34970377	125876	*	cc-wc	NW140519-X_64	2	NW140519-X_64
chrX	52431651	53028391	596741	*	wc-ww	NW140519-X_64	2	NW140519-X_64
chr18	24086655	24578221	491567	*	wc-cc	NW140519-X_69	2	NW140519-X_69
chr18	79000040	79377493	377454	*	cc-wc	NW140519-X_69	2	NW140519-X_69
chr21	28705677	29213700	508024	*	cc-wc	NW140519-X_69	2	NW140519-X_69
chr1	69394597	70488563	1093967	*	cc-wc	NW140519-X_71	2	NW140519-X_71
chr2	153033147	153695483	662337	*	ww-wc	NW140519-X_71	2	NW140519-X_71
chr2	173775095	173992783	217689	*	wc-ww	NW140519-X_73	2	NW140519-X_73
chr5	26847515	27207896	360382	*	wc-ww	NW140519-X_73	2	NW140519-X_73
chr7	45222378	45431528	209151	*	cc-wc	NW140519-X_75	2	NW140519-X_75
chr7	108127600	108307248	179649	*	wc-cc	NW140519-X_75	2	NW140519-X_75
chrX	100704742	100849770	145029	*	cc-wc	NW140519-X_75	2	NW140519-X_75
chr14	79066613	79195456	128844	*	wc-cc	NW140519-X_76	2	NW140519-X_76
chr16	85835366	85915466	80101	*	wc-cc	NW140519-X_76	2	NW140519-X_76
chr5	54356171	54589745	233575	*	cc-wc	NW140519-X_77	2	NW140519-X_77
chr7	91589470	92131553	542084	*	wc-cc	NW140519-X_77	2	NW140519-X_77
chr14	105893107	106381851	488745	*	wc-ww	NW140519-X_78	2	NW140519-X_78
chr3	139368245	139523215	154971	*	wc-cc	NW140519-X_78	2	NW140519-X_78
chr12	94898732	95112745	214014	*	cc-wc	NW140519-X_79	2	NW140519-X_79
chr13	29992827	30107494	114668	*	wc-cc	NW140519-X_79	2	NW140519-X_79
chr22	24862642	25140900	278259	*	cc-wc	NW140519-X_79	2	NW140519-X_79
chr11	99315388	100122494	807107	*	ww-wc	NW140519-X_80	2	NW140519-X_80
chr18	48113857	48218375	104519	*	wc-ww	NW140519-X_80	2	NW140519-X_80
chr20	13765678	13950902	185225	*	ww-wc	NW140519-X_80	2	NW140519-X_80
chr4	129460151	129784657	324507	*	cc-wc	NW140519-X_80	2	NW140519-X_80
chrX	53717217	54147248	430032	*	wc-ww	NW140519-X_80	2	NW140519-X_80
chrX	152163509	152873224	709716	*	ww-wc	NW140519-X_80	2	NW140519-X_80
chr6	1805009	1866326	61318	*	wc-ww	NW140519-X_83	2	NW140519-X_83
chr1	209652823	209757691	104869	*	ww-wc	NW140519-X_85	2	NW140519-X_85
chr11	109399806	109582031	182226	*	wc-ww	NW140519-X_85	2	NW140519-X_85
chr15	100308835	100517743	208909	*	cc-wc	NW140519-X_85	2	NW140519-X_85
chr4	60072745	60270911	198167	*	wc-cc	NW140519-X_85	2	NW140519-X_85
chrX	42763407	43014168	250762	*	cc-wc	NW140519-X_85	2	NW140519-X_85
chr4	58552702	58763912	211211	*	ww-wc	NW140519-X_86	2	NW140519-X_86
chr4	123386311	123689604	303294	*	wc-ww	NW140519-X_86	2	NW140519-X_86
chrX	91503911	91949995	446085	*	wc-ww	NW140519-X_86	2	NW140519-X_86
chr19	34022080	34400221	378142	*	wc-ww	NW140519-X_87	2	NW140519-X_87
chr2	218265158	218344742	79585	*	cc-wc	NW140519-X_87	2	NW140519-X_87
chr4	86083815	86288735	204921	*	wc-cc	NW140519-X_87	2	NW140519-X_87
chr13	84206035	84421479	215445	*	cc-wc	NW140519-X_88	2	NW140519-X_88
chr15	61332443	61408625	76183	*	ww-wc	NW140519-X_88	2	NW140519-X_88
chr3	19728134	19836886	108753	*	ww-wc	NW140519-X_88	2	NW140519-X_88
chr3	187069758	187188571	118814	*	wc-ww	NW140519-X_89	2	NW140519-X_89
chrX	92464856	92888976	424121	*	wc-cc	NW140519-X_89	2	NW140519-X_89
chr14	54849354	55354464	505111	*	wc-cc	NW140519-X_90	2	NW140519-X_90
chr2	28470360	28576978	106619	*	wc-ww	NW140519-X_90	2	NW140519-X_90
chr2	59900414	60042974	142561	*	ww-wc	NW140519-X_90	2	NW140519-X_90
chr4	67003703	67260796	257094	*	wc-cc	NW140519-X_90	2	NW140519-X_90
chrX	98940348	99384172	443825	*	cc-wc	NW140519-X_90	2	NW140519-X_90
chr10	81878863	82116745	237883	*	cc-wc	NW140519-X_93	2	NW140519-X_93
chr11	123063388	123261412	198025	*	ww-wc	NW140519-X_93	2	NW140519-X_93
chr2	62166612	62249456	82845	*	wc-ww	NW140519-X_93	2	NW140519-X_93
chr7	1106543	1242219	135677	*	cc-wc	NW140519-X_93	2	NW140519-X_93
chr8	11942630	13515702	1573073	*	cc-wc	NW140519-X_93	2	NW140519-X_93
chr1	3999445	4093853	94409	*	cc-wc	NW140520-I_06	2	NW140520-I_06
chr1	39593619	39728652	135034	*	wc-ww	NW140520-I_06	2	NW140520-I_06
chr1	43930485	43995722	65238	*	ww-wc	NW140520-I_06	2	NW140520-I_06
